station_id,metric_date,state,session_count,total_energy_kwh,total_revenue_usd,avg_session_duration_minutes,avg_queue_minutes,queue_event_count,failure_event_count
CF-ST-1552,2026-03-25,CA,2,52.23,12.72,41.5,0.0,0,0
CF-ST-1552,2026-03-26,CA,1,35.25,10.36,87.0,6.0,1,0
CF-ST-1552,2026-03-27,CA,1,36.71,9.93,101.0,0.0,0,0
CF-ST-1552,2026-03-28,CA,1,69.96,27.84,129.0,12.0,0,0
CF-ST-1552,2026-03-31,CA,1,9.58,1.88,18.0,10.0,0,0
CF-ST-1556,2026-02-14,CA,4,212.27,62.04,81.75,19.25,3,0
CF-ST-1556,2026-02-18,CA,1,49.48,15.99,94.0,0.0,0,0
CF-ST-1556,2026-02-22,CA,3,75.79,19.65,42.0,5.0,0,0
CF-ST-1556,2026-02-23,CA,2,175.85,53.43,134.0,10.0,1,0
CF-ST-1556,2026-02-24,CA,1,17.67,7.35,40.0,0.0,0,0
CF-ST-1556,2026-02-25,CA,2,115.99,32.28,90.5,12.0,0,0
CF-ST-1556,2026-02-26,CA,1,19.46,8.59,37.0,0.0,0,0
CF-ST-1556,2026-02-27,CA,1,48.11,13.67,84.0,21.0,0,0
CF-ST-1556,2026-02-28,CA,2,88.3,22.75,66.5,13.0,1,0
CF-ST-1556,2026-03-02,CA,1,67.19,24.53,104.0,29.0,0,0
CF-ST-1556,2026-03-03,CA,2,97.45,23.44,95.0,0.0,0,0
CF-ST-1556,2026-03-04,CA,1,14.32,6.22,33.0,3.0,1,0
CF-ST-1556,2026-03-07,CA,2,122.94,26.58,112.0,0.0,0,0
CF-ST-1556,2026-03-08,CA,2,130.47,54.67,94.5,21.5,1,0
CF-ST-1556,2026-03-09,CA,1,57.41,14.11,64.0,10.0,0,0
CF-ST-1556,2026-03-14,CA,3,79.38,24.34,49.0,15.67,1,0
CF-ST-1556,2026-03-15,CA,1,24.59,10.92,36.0,0.0,0,0
CF-ST-1556,2026-03-16,CA,2,133.75,40.45,115.0,15.5,0,0
CF-ST-1556,2026-03-17,CA,1,40.55,13.37,79.0,0.0,0,0
CF-ST-1556,2026-03-19,CA,1,36.86,14.87,82.0,0.0,0,0
CF-ST-1556,2026-03-20,CA,1,41.04,10.94,47.0,0.0,0,0
CF-ST-1556,2026-03-23,CA,2,95.73,29.59,62.5,0.0,0,0
CF-ST-1556,2026-03-24,CA,1,34.05,6.23,72.0,0.0,0,0
CF-ST-1556,2026-03-28,CA,1,74.33,34.29,122.0,1.0,0,0
CF-ST-1556,2026-03-29,CA,2,139.7,43.66,113.0,1.5,0,0
CF-ST-1556,2026-03-30,CA,1,43.19,18.36,109.0,0.0,0,0
CF-ST-1572,2026-02-15,CA,1,105.77,22.0,129.0,0.0,0,0
CF-ST-1572,2026-02-16,CA,1,44.29,9.29,60.0,0.0,0,0
CF-ST-1572,2026-02-17,CA,2,53.4,12.9,34.0,14.0,0,0
CF-ST-1572,2026-02-18,CA,1,22.21,9.6,38.0,3.0,0,0
CF-ST-1572,2026-02-20,CA,1,7.43,1.79,18.0,0.0,0,0
CF-ST-1572,2026-02-22,CA,1,27.04,11.49,51.0,0.0,0,0
CF-ST-1572,2026-02-24,CA,1,13.02,5.42,20.0,0.0,0,0
CF-ST-1572,2026-02-25,CA,2,47.84,13.69,37.5,0.0,0,0
CF-ST-1572,2026-02-27,CA,1,18.1,7.32,39.0,0.0,0,0
CF-ST-1572,2026-03-01,CA,2,109.88,44.02,76.5,4.0,0,0
CF-ST-1572,2026-03-05,CA,1,86.97,40.81,96.0,2.0,0,0
CF-ST-1572,2026-03-08,CA,1,40.82,17.23,55.0,0.0,0,0
CF-ST-1572,2026-03-13,CA,2,89.71,28.14,64.0,0.0,0,0
CF-ST-1572,2026-03-15,CA,1,74.86,22.86,81.0,0.0,0,0
CF-ST-1572,2026-03-16,CA,1,47.86,10.16,108.0,7.0,1,0
CF-ST-1572,2026-03-17,CA,1,45.98,16.01,88.0,15.0,1,0
CF-ST-1572,2026-03-18,CA,1,39.7,18.96,110.0,0.0,0,0
CF-ST-1572,2026-03-21,CA,1,11.2,4.08,30.0,0.0,0,0
CF-ST-1572,2026-03-22,CA,1,48.22,10.32,137.0,17.0,1,0
CF-ST-1572,2026-03-25,CA,1,39.56,10.5,55.0,0.0,0,0
CF-ST-1572,2026-03-30,CA,1,11.11,3.32,23.0,0.0,0,0
CF-ST-1573,2026-02-15,CA,3,99.5,39.41,73.67,0.0,0,0
CF-ST-1573,2026-02-16,CA,1,32.65,9.69,53.0,9.0,0,0
CF-ST-1573,2026-02-22,CA,1,45.16,9.66,106.0,34.0,0,0
CF-ST-1573,2026-02-23,CA,2,120.33,37.62,113.5,0.0,0,0
CF-ST-1573,2026-02-24,CA,1,23.52,9.3,31.0,0.0,0,0
CF-ST-1573,2026-02-28,CA,2,134.23,50.69,109.5,11.5,0,0
CF-ST-1573,2026-03-04,CA,2,69.34,28.36,72.5,0.0,0,0
CF-ST-1573,2026-03-05,CA,1,23.46,4.32,54.0,27.0,0,0
CF-ST-1573,2026-03-06,CA,1,118.37,47.62,135.0,21.0,0,0
CF-ST-1573,2026-03-07,CA,1,30.52,5.53,65.0,28.0,0,0
CF-ST-1573,2026-03-09,CA,1,28.5,12.31,46.0,0.0,0,0
CF-ST-1573,2026-03-13,CA,1,42.24,11.53,84.0,33.0,0,0
CF-ST-1573,2026-03-14,CA,3,190.76,46.27,85.33,0.0,0,1
CF-ST-1573,2026-03-15,CA,3,135.38,59.45,97.0,10.33,0,0
CF-ST-1573,2026-03-16,CA,1,32.31,9.15,45.0,33.0,1,0
CF-ST-1573,2026-03-17,CA,2,27.89,7.73,27.5,19.5,2,0
CF-ST-1573,2026-03-18,CA,1,29.47,11.61,71.0,10.0,1,0
CF-ST-1573,2026-03-20,CA,2,78.57,19.84,60.0,5.5,0,0
CF-ST-1573,2026-03-21,CA,1,93.34,39.55,135.0,0.0,0,0
CF-ST-1573,2026-03-23,CA,1,51.97,14.03,110.0,0.0,0,0
CF-ST-1573,2026-03-24,CA,1,88.93,21.33,110.0,17.0,0,0
CF-ST-1573,2026-03-25,CA,5,186.98,51.73,63.6,11.6,2,0
CF-ST-1573,2026-03-26,CA,1,32.52,5.88,35.0,7.0,1,0
CF-ST-1573,2026-03-28,CA,1,36.39,7.22,43.0,18.0,0,0
CF-ST-1573,2026-03-30,CA,1,31.86,11.5,41.0,0.0,0,0
CF-ST-1573,2026-03-31,CA,1,47.85,16.77,59.0,0.0,0,0
CF-ST-1589,2026-02-14,CA,1,38.85,8.64,100.0,9.0,0,0
CF-ST-1589,2026-02-18,CA,1,93.51,30.81,127.0,0.0,0,0
CF-ST-1589,2026-02-22,CA,1,81.2,20.53,103.0,10.0,0,0
CF-ST-1589,2026-02-24,CA,2,77.73,20.77,55.0,10.5,0,0
CF-ST-1589,2026-02-26,CA,2,110.93,43.09,86.0,24.0,0,0
CF-ST-1589,2026-02-27,CA,1,45.93,16.83,116.0,18.0,0,0
CF-ST-1589,2026-03-01,CA,1,50.06,17.92,118.0,12.0,0,0
CF-ST-1589,2026-03-04,CA,1,52.81,22.53,57.0,29.0,0,0
CF-ST-1589,2026-03-07,CA,2,125.37,52.61,102.0,29.5,1,0
CF-ST-1589,2026-03-08,CA,1,48.43,13.66,129.0,14.0,0,0
CF-ST-1589,2026-03-18,CA,2,139.43,47.01,107.0,0.0,0,0
CF-ST-1589,2026-03-19,CA,1,38.98,17.05,47.0,3.0,0,0
CF-ST-1589,2026-03-23,CA,1,56.03,22.24,59.0,26.0,1,0
CF-ST-1589,2026-03-25,CA,2,105.36,26.1,74.0,0.0,0,0
CF-ST-1589,2026-03-26,CA,1,43.26,10.85,84.0,24.0,0,0
CF-ST-1589,2026-03-27,CA,1,45.38,19.53,120.0,25.0,0,0
CF-ST-1589,2026-03-28,CA,1,28.16,10.66,77.0,0.0,0,0
CF-ST-1589,2026-03-29,CA,2,83.03,24.2,88.5,8.5,1,0
CF-ST-1589,2026-03-30,CA,1,31.38,6.43,39.0,0.0,0,0
CF-ST-21358,2026-02-14,CA,1,50.8,20.93,54.0,9.0,1,0
CF-ST-21358,2026-02-15,CA,2,59.28,19.57,48.5,0.0,0,0
CF-ST-21358,2026-02-16,CA,1,32.25,9.21,59.0,0.0,0,0
CF-ST-21358,2026-02-17,CA,1,30.39,6.08,79.0,0.0,0,0
CF-ST-21358,2026-02-19,CA,1,93.73,37.34,111.0,0.0,0,0
CF-ST-21358,2026-02-20,CA,2,120.58,30.01,79.0,17.0,1,0
CF-ST-21358,2026-02-22,CA,1,51.08,20.41,74.0,24.0,1,0
CF-ST-21358,2026-02-25,CA,1,44.91,10.29,127.0,0.0,0,0
CF-ST-21358,2026-03-02,CA,1,49.58,20.41,140.0,0.0,0,0
CF-ST-21358,2026-03-03,CA,2,71.7,28.29,67.0,17.0,0,0
CF-ST-21358,2026-03-04,CA,2,52.08,10.99,44.0,23.5,1,0
CF-ST-21358,2026-03-05,CA,1,73.72,33.37,113.0,0.0,0,0
CF-ST-21358,2026-03-06,CA,3,97.63,41.31,48.67,16.0,1,0
CF-ST-21358,2026-03-09,CA,2,90.9,35.07,56.0,0.5,1,0
CF-ST-21358,2026-03-11,CA,1,44.06,10.51,92.0,7.0,1,0
CF-ST-21358,2026-03-14,CA,1,70.59,13.01,108.0,20.0,0,0
CF-ST-21358,2026-03-16,CA,1,105.89,25.82,126.0,0.0,0,0
CF-ST-21358,2026-03-18,CA,1,34.77,14.06,50.0,19.0,1,0
CF-ST-21358,2026-03-21,CA,1,90.43,25.18,120.0,20.0,0,0
CF-ST-21358,2026-03-23,CA,1,86.8,40.08,93.0,0.0,0,0
CF-ST-21358,2026-03-28,CA,1,50.45,12.13,73.0,0.0,0,0
CF-ST-21358,2026-03-29,CA,1,50.38,11.98,83.0,17.0,0,0
CF-ST-21358,2026-03-31,CA,1,13.61,5.74,38.0,25.0,0,0
CF-ST-21360,2026-02-16,CA,1,76.18,15.33,121.0,20.0,0,0
CF-ST-21360,2026-02-18,CA,2,56.83,12.53,57.5,10.5,0,0
CF-ST-21360,2026-02-21,CA,4,183.08,69.78,61.5,6.5,1,0
CF-ST-21360,2026-02-22,CA,1,57.75,24.52,87.0,6.0,0,0
CF-ST-21360,2026-02-23,CA,2,100.37,28.17,87.0,13.5,1,0
CF-ST-21360,2026-02-24,CA,1,34.7,15.21,51.0,13.0,0,0
CF-ST-21360,2026-02-25,CA,1,71.75,28.22,95.0,0.0,0,0
CF-ST-21360,2026-02-26,CA,1,11.35,4.53,25.0,0.0,0,0
CF-ST-21360,2026-02-27,CA,1,51.25,17.88,117.0,23.0,0,0
CF-ST-21360,2026-03-02,CA,1,41.52,18.05,79.0,0.0,0,0
CF-ST-21360,2026-03-06,CA,2,161.58,50.01,109.5,3.5,1,0
CF-ST-21360,2026-03-07,CA,2,42.58,14.41,51.5,10.0,1,0
CF-ST-21360,2026-03-08,CA,1,39.8,15.07,64.0,0.0,0,0
CF-ST-21360,2026-03-09,CA,1,27.94,5.24,55.0,0.0,0,0
CF-ST-21360,2026-03-10,CA,1,26.85,10.79,75.0,0.0,0,0
CF-ST-21360,2026-03-11,CA,2,98.65,38.25,95.5,0.0,0,0
CF-ST-21360,2026-03-12,CA,2,78.23,17.25,74.5,13.5,1,0
CF-ST-21360,2026-03-13,CA,1,46.51,8.94,129.0,19.0,0,0
CF-ST-21360,2026-03-14,CA,1,107.75,30.83,129.0,14.0,1,0
CF-ST-21360,2026-03-16,CA,2,133.38,51.59,116.5,13.5,1,0
CF-ST-21360,2026-03-22,CA,1,52.35,21.02,69.0,1.0,1,0
CF-ST-21360,2026-03-27,CA,1,14.1,4.1,26.0,0.0,0,0
CF-ST-21360,2026-03-28,CA,1,27.14,12.07,75.0,12.0,0,0
CF-ST-21360,2026-03-30,CA,1,89.42,37.2,114.0,0.0,0,0
CF-ST-21360,2026-03-31,CA,3,202.27,45.39,109.33,25.33,1,0
CF-ST-21395,2026-02-14,CA,1,76.31,28.45,90.0,23.0,1,0
CF-ST-21395,2026-02-17,CA,1,102.81,23.69,134.0,0.0,0,0
CF-ST-21395,2026-02-18,CA,1,87.27,28.09,97.0,6.0,0,0
CF-ST-21395,2026-02-19,CA,2,21.24,6.82,21.0,0.0,0,0
CF-ST-21395,2026-02-21,CA,2,53.43,14.7,55.0,10.0,1,0
CF-ST-21395,2026-02-23,CA,1,81.6,33.0,106.0,35.0,1,0
CF-ST-21395,2026-02-24,CA,1,41.02,12.48,66.0,24.0,1,0
CF-ST-21395,2026-02-26,CA,1,56.98,24.49,119.0,16.0,1,0
CF-ST-21395,2026-02-27,CA,1,23.07,8.59,56.0,0.0,0,0
CF-ST-21395,2026-03-02,CA,1,45.48,13.49,55.0,0.0,0,0
CF-ST-21395,2026-03-03,CA,2,123.61,42.01,65.5,0.0,0,0
CF-ST-21395,2026-03-06,CA,2,56.67,19.06,44.5,0.0,0,0
CF-ST-21395,2026-03-07,CA,1,67.04,21.88,122.0,0.0,0,0
CF-ST-21395,2026-03-08,CA,4,162.3,46.88,66.75,0.5,0,0
CF-ST-21395,2026-03-11,CA,1,39.83,11.62,93.0,0.0,0,0
CF-ST-21395,2026-03-12,CA,2,90.48,22.33,79.0,25.5,1,0
CF-ST-21395,2026-03-13,CA,1,64.43,18.48,88.0,30.0,1,0
CF-ST-21395,2026-03-17,CA,1,41.14,13.58,45.0,35.0,1,0
CF-ST-21395,2026-03-18,CA,2,97.25,33.4,68.0,17.5,0,0
CF-ST-21395,2026-03-19,CA,1,70.77,14.86,85.0,0.0,0,0
CF-ST-21395,2026-03-22,CA,3,119.7,38.31,74.67,6.33,2,0
CF-ST-21395,2026-03-23,CA,1,9.98,2.93,24.0,31.0,0,0
CF-ST-21395,2026-03-24,CA,1,15.12,4.8,21.0,22.0,1,0
CF-ST-21395,2026-03-25,CA,2,98.63,37.5,100.5,15.0,0,0
CF-ST-21395,2026-03-26,CA,2,101.11,31.09,102.0,2.0,0,0
CF-ST-21395,2026-03-27,CA,1,22.16,5.27,44.0,14.0,1,0
CF-ST-21395,2026-03-30,CA,1,118.27,21.38,127.0,0.0,0,0
CF-ST-21395,2026-03-31,CA,1,56.4,14.82,114.0,16.0,0,0
CF-ST-21396,2026-02-14,CA,1,22.19,10.18,56.0,8.0,0,0
CF-ST-21396,2026-02-15,CA,2,121.8,47.46,90.5,0.0,0,0
CF-ST-21396,2026-02-17,CA,2,112.93,24.35,76.0,21.0,0,0
CF-ST-21396,2026-02-18,CA,3,83.25,26.89,51.0,7.67,0,0
CF-ST-21396,2026-02-23,CA,1,56.28,22.99,69.0,17.0,0,0
CF-ST-21396,2026-02-24,CA,3,124.98,45.3,67.67,0.0,0,0
CF-ST-21396,2026-02-25,CA,1,40.7,17.72,101.0,8.0,0,0
CF-ST-21396,2026-02-28,CA,1,19.64,8.1,34.0,0.0,0,0
CF-ST-21396,2026-03-04,CA,3,135.38,51.36,63.33,7.67,1,0
CF-ST-21396,2026-03-05,CA,1,64.13,15.96,82.0,10.0,1,0
CF-ST-21396,2026-03-06,CA,1,56.75,26.92,82.0,0.0,0,0
CF-ST-21396,2026-03-08,CA,1,106.0,29.21,123.0,0.0,0,0
CF-ST-21396,2026-03-09,CA,1,90.36,35.1,139.0,32.0,0,0
CF-ST-21396,2026-03-14,CA,3,176.64,66.05,73.0,12.33,1,0
CF-ST-21396,2026-03-15,CA,1,23.83,8.33,44.0,3.0,0,0
CF-ST-21396,2026-03-16,CA,1,30.45,10.07,33.0,0.0,0,0
CF-ST-21396,2026-03-17,CA,1,9.95,4.34,25.0,0.0,0,0
CF-ST-21396,2026-03-18,CA,2,50.35,16.4,32.0,6.0,0,0
CF-ST-21396,2026-03-19,CA,1,95.94,19.81,107.0,0.0,0,0
CF-ST-21396,2026-03-21,CA,1,109.0,32.84,124.0,0.0,0,0
CF-ST-21396,2026-03-22,CA,2,104.5,45.76,73.0,0.0,0,0
CF-ST-21396,2026-03-26,CA,1,22.85,10.73,60.0,0.0,0,0
CF-ST-21396,2026-03-28,CA,2,142.95,62.62,98.5,18.5,1,0
CF-ST-21396,2026-03-29,CA,1,14.74,3.15,28.0,0.0,0,0
CF-ST-21397,2026-02-13,CA,1,40.81,19.22,53.0,23.0,0,0
CF-ST-21397,2026-02-16,CA,1,49.02,20.86,87.0,8.0,1,0
CF-ST-21397,2026-02-20,CA,1,9.39,2.08,18.0,0.0,0,0
CF-ST-21397,2026-02-22,CA,1,74.58,28.85,124.0,0.0,0,0
CF-ST-21397,2026-02-23,CA,1,63.6,15.0,73.0,0.0,0,0
CF-ST-21397,2026-02-27,CA,1,35.73,12.54,43.0,0.0,0,0
CF-ST-21397,2026-02-28,CA,2,147.48,34.83,87.5,15.0,0,0
CF-ST-21397,2026-03-01,CA,3,172.02,52.59,89.0,9.33,0,0
CF-ST-21397,2026-03-02,CA,1,95.27,19.58,131.0,0.0,0,0
CF-ST-21397,2026-03-04,CA,2,178.29,47.69,110.5,0.0,0,0
CF-ST-21397,2026-03-07,CA,1,13.99,4.42,24.0,15.0,1,0
CF-ST-21397,2026-03-08,CA,2,86.46,26.79,88.5,6.5,1,0
CF-ST-21397,2026-03-09,CA,4,193.12,75.28,72.25,7.5,1,0
CF-ST-21397,2026-03-10,CA,3,271.48,101.03,118.67,0.0,0,0
CF-ST-21397,2026-03-11,CA,1,108.39,41.38,121.0,0.0,0,1
CF-ST-21397,2026-03-14,CA,1,43.67,18.53,83.0,10.0,0,0
CF-ST-21397,2026-03-15,CA,2,96.04,30.66,71.0,0.0,0,0
CF-ST-21397,2026-03-16,CA,1,44.54,12.81,102.0,0.0,0,0
CF-ST-21397,2026-03-17,CA,2,106.47,37.82,81.0,9.5,0,0
CF-ST-21397,2026-03-22,CA,2,39.96,10.67,38.0,11.5,1,0
CF-ST-21397,2026-03-25,CA,4,182.12,46.07,78.0,13.25,1,0
CF-ST-21397,2026-03-26,CA,1,22.19,8.41,36.0,14.0,0,0
CF-ST-21397,2026-03-28,CA,1,64.52,12.91,102.0,0.0,0,0
CF-ST-21397,2026-03-30,CA,2,122.94,38.4,111.0,13.0,0,0
